exp	sn	cond	sess	trial	trial_type	dispSize	minProbeTime	respOrder	fixedOrWord	probeBlankTime	screenAdvanceTime	title	typeOfScen	ItemX	x_is_are	x_verb	ItemY	y_is_are	y_verb	actor	questionKey	keybResp	keyDef	keybRT	moral_acceptabilityResp	moral_acceptabilityRT	moral_inacceptabilityResp	moral_inacceptabilityRT	rtBeep	rtDeadline	presentationMode	hide_question
exp2	100	Terrorist1	1	39	1	680	0	k	W	300	0	Tsunami	personal	an addict	is	kill	a soldier	is	kill	personally	X>Y	k	No	1803	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	0	0	680	0	k	W	300	0	grocery shopping	practice	tiramisu	is a	kill	ice-cream	is a	kill	personally	X>Y	d	No	3304	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	1	0	680	0	k	W	300	0	party	practice	brownies	is a	kill	jello	is a	destroy	personally	X>Y	k	Yes	2160	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	2	0	680	0	k	W	300	0	supermarket	practice	tiramisu	is a	kill	chocolate cake	is	destroy	personally	X>Y	d	No	1893	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	3	0	680	0	k	W	300	0	mall shopping	practice	chocolate chip cookies	are	destroy	ice-cream	is a	kill	personally	X>Y	d	No	3015	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	0	1	680	0	k	W	300	0	Space Cargo	personal	a congressman	is	kill	a cockroach	is	kill	personally	X>Y	k	Yes	4585	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	1	1	680	0	k	W	300	0	Tsunami	personal	a gang member	is	kill	an orphan	is	kill	personally	X>Y	d	No	1847	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	2	1	680	0	k	W	300	0	Nuclear Plant	personal	a convict	is	kill	a thief	is	kill	personally	X>Y	d	No	1346	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	3	1	680	0	k	W	300	0	Safari	personal	a police officer	is	kill	a pedophile	is	kill	personally	X>Y	k	Yes	3905	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	4	-1	680	0	k	W	300	0	Space ship	personal	a judge	is	kill	a police officer	is	kill	personally	X>Y	N/A	N/A	1580	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	5	1	680	0	k	W	300	0	Malfunctioning Crane	personal	a mentor	is	kill	a rapist	is	kill	personally	X>Y	k	Yes	1584	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	6	1	680	0	k	W	300	0	Safari	personal	a life-saving antidote	is	destroy	a cockroach	is	kill	personally	X>Y	k	Yes	1986	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	7	1	680	0	k	W	300	0	Safari	personal	an adult with a deadly contagious disease	is	kill	a pedophile	is	kill	personally	X>Y	d	No	4462	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	8	1	680	0	k	W	300	0	Marine	personal	a thief	is	kill	an adult with a deadly contagious disease	is	kill	personally	X>Y	k	Yes	4401	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	9	1	680	0	k	W	300	0	Tsunami	personal	a rapist	is	kill	a congressman	is	kill	personally	X>Y	d	No	2143	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	10	1	680	0	k	W	300	0	Nuclear Plant	personal	a thief	is	kill	an orphan	is	kill	personally	X>Y	d	No	1996	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	11	1	680	0	k	W	300	0	Space ship	personal	an addict	is	kill	a college student	is	kill	personally	X>Y	d	No	2005	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	12	1	680	0	k	W	300	0	Tsunami	personal	a billionaire	is	kill	a gang member	is	kill	personally	X>Y	k	Yes	2929	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	13	1	680	0	k	W	300	0	Space ship	personal	a judge	is	kill	a life-saving antidote	is	destroy	personally	X>Y	k	Yes	2752	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	14	1	680	0	k	W	300	0	Nuclear Plant	personal	a mentor	is	kill	an addict	is	kill	personally	X>Y	k	Yes	1597	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	15	1	680	0	k	W	300	0	Lumberjack	personal	an astronaut	is	kill	a homeless adult	is	kill	personally	X>Y	k	Yes	4241	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	16	1	680	0	k	W	300	0	Space Cargo	personal	a mentor	is	kill	a billionaire	is	kill	personally	X>Y	k	Yes	2037	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	17	1	680	0	k	W	300	0	Space Cargo	personal	a cockroach	is	kill	a pedophile	is	kill	personally	X>Y	d	No	2159	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	18	1	680	0	k	W	300	0	Malfunctioning Crane	personal	an adult	is	kill	a billionaire	is	kill	personally	X>Y	d	No	2582	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	19	1	680	0	k	W	300	0	Tsunami	personal	a smartphone	is	destroy	a congressman	is	kill	personally	X>Y	d	No	2516	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	20	1	680	0	k	W	300	0	Missile	personal	an elderly person	is	kill	a rabid possum	is	kill	personally	X>Y	k	Yes	3672	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	21	1	680	0	k	W	300	0	Missile	personal	a college student	is	kill	a cockroach	is	kill	personally	X>Y	k	Yes	1661	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	22	1	680	0	k	W	300	0	Missile	personal	a terrorist	is	kill	an assassin	is	kill	personally	X>Y	d	No	2163	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	23	1	680	0	k	W	300	0	Marine	personal	an adult	is	kill	an Olympian	is	kill	personally	X>Y	d	No	2470	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	24	1	680	0	k	W	300	0	Nuclear Plant	personal	a college student	is	kill	an orphan	is	kill	personally	X>Y	d	No	2882	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	25	1	680	0	k	W	300	0	Malfunctioning Crane	personal	an assassin	is	kill	a gang member	is	kill	personally	X>Y	d	No	2405	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	26	1	680	0	k	W	300	0	Riverbank	personal	an Olympian	is	kill	a life-saving antidote	is	destroy	personally	X>Y	k	Yes	3689	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	27	1	680	0	k	W	300	0	Safari	personal	a congressman	is	kill	a rapist	is	kill	personally	X>Y	k	Yes	2539	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	28	1	680	0	k	W	300	0	Marine	personal	a gang member	is	kill	a billionaire	is	kill	personally	X>Y	d	No	1922	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	29	1	680	0	k	W	300	0	Lumberjack	personal	an elderly person	is	kill	a police officer	is	kill	personally	X>Y	k	Yes	3625	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	30	1	680	0	k	W	300	0	Space ship	personal	an addict	is	kill	a mentor	is	kill	personally	X>Y	d	No	1351	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	31	1	680	0	k	W	300	0	Malfunctioning Crane	personal	an adult with a deadly contagious disease	is	kill	a congressman	is	kill	personally	X>Y	d	No	1792	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	32	1	680	0	k	W	300	0	Riverbank	personal	a college student	is	kill	a pedophile	is	kill	personally	X>Y	k	Yes	3283	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	33	1	680	0	k	W	300	0	Space Cargo	personal	an Olympian	is	kill	an astronaut	is	kill	personally	X>Y	d	No	1244	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	34	1	680	0	k	W	300	0	Lumberjack	personal	a police officer	is	kill	an adult	is	kill	personally	X>Y	d	No	2073	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	35	1	680	0	k	W	300	0	Lumberjack	personal	a mentor	is	kill	an adult with a deadly contagious disease	is	kill	personally	X>Y	k	Yes	1900	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	36	1	680	0	k	W	300	0	Riverbank	personal	a cockroach	is	kill	an assassin	is	kill	personally	X>Y	d	No	3474	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	37	1	680	0	k	W	300	0	Missile	personal	a gang member	is	kill	an adult with a deadly contagious disease	is	kill	personally	X>Y	d	No	2787	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	38	1	680	0	k	W	300	0	Marine	personal	a police officer	is	kill	a judge	is	kill	personally	X>Y	d	No	2087	0	0	0	0	N/A	-1	mask	visible
exp2	101	Terrorist1	1	39	1	680	0	k	W	300	0	Riverbank	personal	a congressman	is	kill	a gang member	is	kill	personally	X>Y	k	Yes	2002	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	0	0	680	0	k	W	300	0	mall shopping	practice	tiramisu	is a	kill	brownies	is a	kill	personally	X>Y	d	Yes	1469	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	1	0	680	0	k	W	300	0	supermarket	practice	ice-cream	is a	kill	jello	is a	destroy	personally	X>Y	k	No	11340	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	2	0	680	0	k	W	300	0	grocery shopping	practice	tiramisu	is a	kill	fruit	is a	kill	personally	X>Y	d	Yes	5429	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	3	0	680	0	k	W	300	0	party	practice	tiramisu	is a	kill	jello	is a	destroy	personally	X>Y	d	Yes	5071	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	0	1	680	0	k	W	300	0	Space ship	personal	a rabid possum	is	kill	an addict	is	kill	personally	X>Y	k	No	9149	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	1	1	680	0	k	W	300	0	Malfunctioning Crane	personal	a judge	is	kill	a soldier	is	kill	personally	X>Y	k	No	9398	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	2	1	680	0	k	W	300	0	Nuclear Plant	personal	an adult	is	kill	a billionaire	is	kill	personally	X>Y	d	Yes	5443	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	3	1	680	0	k	W	300	0	Safari	personal	a rabid possum	is	kill	a convict	is	kill	personally	X>Y	k	No	6538	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	4	1	680	0	k	W	300	0	Malfunctioning Crane	personal	a thief	is	kill	a smartphone	is	destroy	personally	X>Y	d	Yes	4918	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	5	1	680	0	k	W	300	0	Nuclear Plant	personal	a terrorist	is	kill	a smartphone	is	destroy	personally	X>Y	k	No	6030	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	6	1	680	0	k	W	300	0	Safari	personal	a college student	is	kill	a soldier	is	kill	personally	X>Y	d	Yes	4138	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	7	-1	680	0	k	W	300	0	Marine	personal	a judge	is	kill	a billionaire	is	kill	personally	X>Y	N/A	N/A	5213	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	8	1	680	0	k	W	300	0	Marine	personal	an astronaut	is	kill	a life-saving antidote	is	destroy	personally	X>Y	k	No	4492	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	9	1	680	0	k	W	300	0	Nuclear Plant	personal	an adult with a deadly contagious disease	is	kill	an adult	is	kill	personally	X>Y	k	No	5359	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	10	1	680	0	k	W	300	0	Space ship	personal	a homeless adult	is	kill	a congressman	is	kill	personally	X>Y	k	No	5000	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	11	1	680	0	k	W	300	0	Missile	personal	a cockroach	is	kill	a billionaire	is	kill	personally	X>Y	k	No	6289	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	12	1	680	0	k	W	300	0	Marine	personal	an orphan	is	kill	an adult	is	kill	personally	X>Y	d	Yes	4914	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	13	1	680	0	k	W	300	0	Lumberjack	personal	a rabid possum	is	kill	a cockroach	is	kill	personally	X>Y	d	Yes	4827	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	14	1	680	0	k	W	300	0	Missile	personal	an adult	is	kill	a police officer	is	kill	personally	X>Y	d	Yes	7621	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	15	1	680	0	k	W	300	0	Lumberjack	personal	a celebrity	is	kill	an adult	is	kill	personally	X>Y	k	No	5168	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	16	1	680	0	k	W	300	0	Space Cargo	personal	an assassin	is	kill	a rapist	is	kill	personally	X>Y	k	No	14456	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	17	1	680	0	k	W	300	0	Riverbank	personal	an elderly person	is	kill	a terrorist	is	kill	personally	X>Y	d	Yes	3628	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	18	1	680	0	k	W	300	0	Riverbank	personal	a thief	is	kill	a gang member	is	kill	personally	X>Y	d	Yes	4906	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	19	1	680	0	k	W	300	0	Space Cargo	personal	a congressman	is	kill	an adult with a deadly contagious disease	is	kill	personally	X>Y	d	Yes	5539	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	20	1	680	0	k	W	300	0	Space ship	personal	an astronaut	is	kill	a life-saving antidote	is	destroy	personally	X>Y	k	No	4495	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	21	1	680	0	k	W	300	0	Space Cargo	personal	an adult with a deadly contagious disease	is	kill	an astronaut	is	kill	personally	X>Y	k	No	4566	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	22	1	680	0	k	W	300	0	Tsunami	personal	a mentor	is	kill	a nun	is	kill	personally	X>Y	d	Yes	5314	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	23	1	680	0	k	W	300	0	Malfunctioning Crane	personal	a billionaire	is	kill	a congressman	is	kill	personally	X>Y	k	No	3221	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	24	1	680	0	k	W	300	0	Malfunctioning Crane	personal	a pedophile	is	kill	an orphan	is	kill	personally	X>Y	k	No	3328	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	25	1	680	0	k	W	300	0	Marine	personal	an astronaut	is	kill	a gang member	is	kill	personally	X>Y	d	Yes	2859	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	26	1	680	0	k	W	300	0	Missile	personal	a smartphone	is	destroy	a nun	is	kill	personally	X>Y	k	No	2757	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	27	1	680	0	k	W	300	0	Space ship	personal	an assassin	is	kill	an addict	is	kill	personally	X>Y	d	Yes	4449	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	28	1	680	0	k	W	300	0	Lumberjack	personal	a judge	is	kill	a thief	is	kill	personally	X>Y	d	Yes	3436	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	29	1	680	0	k	W	300	0	Tsunami	personal	an assassin	is	kill	a nun	is	kill	personally	X>Y	k	No	2739	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	30	1	680	0	k	W	300	0	Safari	personal	a police officer	is	kill	a celebrity	is	kill	personally	X>Y	d	Yes	4930	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	31	1	680	0	k	W	300	0	Nuclear Plant	personal	a police officer	is	kill	a congressman	is	kill	personally	X>Y	d	Yes	4656	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	32	1	680	0	k	W	300	0	Riverbank	personal	a life-saving antidote	is	destroy	a cockroach	is	kill	personally	X>Y	d	Yes	4170	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	33	1	680	0	k	W	300	0	Space Cargo	personal	a congressman	is	kill	a rabid possum	is	kill	personally	X>Y	d	Yes	3838	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	34	1	680	0	k	W	300	0	Riverbank	personal	a celebrity	is	kill	a convict	is	kill	personally	X>Y	d	Yes	3033	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	35	1	680	0	k	W	300	0	Tsunami	personal	an adult with a deadly contagious disease	is	kill	a cockroach	is	kill	personally	X>Y	d	Yes	4373	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	36	1	680	0	k	W	300	0	Tsunami	personal	a rapist	is	kill	a billionaire	is	kill	personally	X>Y	k	No	3495	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	37	1	680	0	k	W	300	0	Missile	personal	an adult with a deadly contagious disease	is	kill	an assassin	is	kill	personally	X>Y	d	Yes	5943	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	38	1	680	0	k	W	300	0	Lumberjack	personal	a cockroach	is	kill	a celebrity	is	kill	personally	X>Y	k	No	2547	0	0	0	0	N/A	-1	mask	visible
exp2	102	Terrorist1	1	39	1	680	0	k	W	300	0	Safari	personal	a life-saving antidote	is	destroy	a smartphone	is	destroy	personally	X>Y	d	Yes	3425	0	0	0	0	N/A	-1	mask	visible
exp2	103	Terrorist1	1	0	0	680	0	k	W	300	0	supermarket	practice	ice-cream	is a	kill	chocolate chip cookies	are	destroy	personally	X>Y	d	No	9531	0	0	0	0	N/A	-1	mask	visible
exp2	103	Terrorist1	1	1	0	680	0	k	W	300	0	grocery shopping	practice	fruit	is a	kill	ice-cream	is a	kill	personally	X>Y	k	Yes	9363	0	0	0	0	N/A	-1	mask	visible
exp2	103	Terrorist1	1	2	0	680	0	k	W	300	0	mall shopping	practice	brownies	is a	kill	ice-cream	is a	kill	personally	X>Y	d	No	2063	0	0	0	0	N/A	-1	mask	visible
exp2	103	Terrorist1	1	3	0	680	0	k	W	300	0	party	practice	jello	is a	destroy	fruit	is a	kill	personally	X>Y	d	No	742	0	0	0	0	N/A	-1	mask	visible
exp2	103	Terrorist1	1	0	1	680	0	k	W	300	0	Marine	personal	a police officer	is	kill	a gang member	is	kill	personally	X>Y	k	Yes	7915	0	0	0	0	N/A	-1	mask	visible
